variant benchmark hosts processes schedulers cores workers runtime
Ordered knapPI_13_20_1000_057 16 32 4 5 128 49.764598642
Ordered knapPI_13_20_1000_057 16 32 4 5 128 49.845611527
Ordered knapPI_13_20_1000_057 16 32 4 5 128 49.917425128
Ordered knapPI_13_20_1000_057 16 32 4 5 128 50.127438496
Ordered knapPI_13_20_1000_057 16 32 4 5 128 50.447106655
Ordered knapPI_13_20_1000_057 16 32 4 5 128 50.734691731
Ordered knapPI_13_20_1000_057 16 32 4 5 128 50.857827799
Ordered knapPI_13_20_1000_057 16 32 4 5 128 50.889052277
Ordered knapPI_13_20_1000_057 16 32 4 5 128 52.363037518
Ordered knapPI_13_20_1000_057 17 50 4 5 200 49.522926582
Ordered knapPI_13_20_1000_057 17 50 4 5 200 50.021036799
Ordered knapPI_13_20_1000_057 17 50 4 5 200 50.194331156
Ordered knapPI_13_20_1000_057 17 50 4 5 200 50.37335907
Ordered knapPI_13_20_1000_057 17 50 4 5 200 51.199495995
Ordered knapPI_13_20_1000_057 17 50 4 5 200 51.305724709
Ordered knapPI_13_20_1000_057 17 50 4 5 200 51.322696237
Ordered knapPI_13_20_1000_057 17 50 4 5 200 51.455209296
Ordered knapPI_13_20_1000_057 17 50 4 5 200 52.071001083
Ordered knapPI_13_20_1000_057 17 50 4 5 200 52.875359511
Ordered knapPI_13_50_1000_006 1 1 1 2 1 1080.586777195
Ordered knapPI_13_50_1000_006 1 1 1 2 1 1083.408434001
Ordered knapPI_13_50_1000_006 1 1 1 2 1 1087.864565725
Ordered knapPI_13_50_1000_006 1 1 1 2 1 1097.690436565
