variant benchmark hosts processes schedulers cores workers runtime
Ordered brock800_3 2 2 4 5 8 1062.247189681
Ordered brock800_3 2 2 4 5 8 1063.501529965
Ordered brock800_3 2 2 4 5 8 1064.750742682
Ordered brock800_3 2 2 4 5 8 1066.202188489
Ordered brock800_3 2 2 4 5 8 1069.028794923
Ordered brock800_3 2 2 4 5 8 1069.146418234
Ordered brock800_3 4 8 4 5 32 271.650614532
Ordered brock800_3 4 8 4 5 32 272.356834294
Ordered brock800_3 4 8 4 5 32 272.621527415
Ordered brock800_3 4 8 4 5 32 272.89974496
Ordered brock800_3 4 8 4 5 32 272.945004768
Ordered brock800_3 4 8 4 5 32 272.989392863
Ordered brock800_3 4 8 4 5 32 273.438436537
Ordered brock800_3 4 8 4 5 32 273.768639832
Ordered brock800_3 4 8 4 5 32 276.82263572
Ordered brock800_3 4 8 4 5 32 990.674662636
Ordered brock800_3 8 16 4 5 64 1070.103952482
Ordered brock800_3 8 16 4 5 64 140.077911591
Ordered brock800_3 8 16 4 5 64 140.119646992
Ordered brock800_3 8 16 4 5 64 140.551649755
Ordered brock800_3 8 16 4 5 64 140.586351914
Ordered brock800_3 8 16 4 5 64 140.79699529
